order_id,customer_email,product_list,total_price,order_date
45,davidlee2468@yahoo.com,"Sneakers, Jacket, Watch",629.49,10/18/2022 02:40:23
46,andrewbrown2468@outlook.com,Watch,342.03,09/18/2022 20:28:36
47,jessicasmith5678@gmail.com,"Jacket, T-shirt, Watch, Jeans",1093.21,11/23/2022 15:41:57
48,rachelgray7890@yahoo.com,"Watch, T-shirt",384.69,12/01/2022 07:29:29
49,jenniferwhite1234@gmail.com,Watch,217.68,05/13/2022 10:07:41
50,emilydavis7890@example.com,T-shirt,145.66,03/08/2023 07:39:46
51,ericmorris1234@example.com,"Jeans, Watch, Sneakers, T-shirt, Jacket",1562.44,08/21/2022 23:33:30
52,john@example.com,"T-shirt, Sneakers, Jeans, Watch, Jacket",1074.53,01/25/2023 01:44:17
53,bob@example.com,"Jacket, Sneakers",361.56,09/23/2022 01:06:30
54,amybrown7890@outlook.com,Watch,324.18,02/06/2022 16:21:53
55,stephaniebrown5678@gmail.com,"Jacket, Sneakers",683.45,05/08/2022 07:13:35
56,matthewjackson5678@hotmail.com,"Watch, Jacket, Jeans",604.1,01/19/2022 16:27:38
57,nickjones2468@outlook.com,"Jeans, Sneakers",437.98,08/02/2022 01:17:06
58,john@example.com,"Sneakers, T-shirt",881.47,03/31/2022 06:44:12
59,jane@example.com,"Jeans, Sneakers, Jacket, T-shirt, Watch",1404.01,10/07/2022 21:12:59
60,emilydavis7890@example.com,"Jeans, Sneakers, Jacket, T-shirt, Watch",1436.7,02/26/2023 13:42:48
61,jane@example.com,"Sneakers, Jacket, T-shirt, Jeans, Watch",684.31,12/02/2022 18:11:31
62,patricktaylor1357@yahoo.com,"T-shirt, Jacket, Jeans, Sneakers",1188.6499999999999,06/23/2022 23:41:47
63,john@example.com,"Watch, Jacket, Jeans, T-shirt, Sneakers",1251.3899999999999,08/07/2022 03:33:24
64,johndoe1234@example.com,Sneakers,443.41,03/10/2023 02:51:22
65,emilydavis7890@example.com,"Jeans, Watch",918.49,02/19/2023 06:48:56
66,davidlee2468@yahoo.com,Sneakers,39.02,09/24/2022 14:53:58
67,davidlee2468@yahoo.com,"T-shirt, Watch, Jeans, Sneakers",382.53999999999996,03/31/2022 12:39:35
68,davidlee2468@yahoo.com,"T-shirt, Sneakers, Watch, Jeans, Jacket",1140.31,01/18/2023 04:03:11
69,ericmorris1234@example.com,Jeans,10000,01/19/2023 04:12:01
70,nickjones2468@outlook.com,"Watch, Sneakers, Jacket, T-shirt",1213.31,05/26/2022 11:52:25
71,amybrown7890@outlook.com,"Sneakers, Jeans",533.51,12/10/2022 02:50:16
72,sarahjones5678@gmail.com,"Jacket, Jeans, Watch, T-shirt, Sneakers",1324.64,10/29/2022 06:46:47
73,andrewbrown2468@outlook.com,T-shirt,257.92,03/23/2022 01:40:45
74,brianwilson4321@hotmail.com,"Sneakers, Jacket, T-shirt, Watch, Jeans",1820.38,09/11/2022 22:05:47
75,sarahjones5678@gmail.com,"Jeans, T-shirt, Sneakers",945.14,01/06/2023 16:50:50
76,amybrown7890@outlook.com,"T-shirt, Sneakers, Jeans, Watch",1294.25,04/12/2022 17:17:26
77,adamjohnson2468@yahoo.com,"Sneakers, T-shirt, Watch, Jeans, Jacket",1388.0700000000002,07/10/2022 10:13:58
78,johndoe1234@example.com,"Sneakers, T-shirt",769.1400000000001,03/29/2022 06:20:54
79,jessicasmith5678@gmail.com,"Sneakers, Watch, Jeans",789.36,04/11/2022 12:44:00
80,adamjohnson2468@yahoo.com,"T-shirt, Watch, Jacket, Sneakers, Jeans",998.81,01/14/2022 17:05:10
81,patricktaylor1357@yahoo.com,"T-shirt, Watch",617.5699999999999,03/07/2022 05:30:46
82,john@example.com,"Jacket, Watch, Jeans",781.78,10/03/2022 22:06:41
83,amybrown7890@outlook.com,"Sneakers, Jacket, T-shirt, Watch",888.22,04/11/2022 19:31:42
84,johndoe1234@example.com,,389.41,04/12/2022 09:09:59
85,chrisgreen2468@outlook.com,T-shirt,440.78,09/21/2022 16:30:56
86,katewilliams7890@outlook.com,T-shirt,274.83,02/19/2022 02:53:42
87,laurawilson7890@example.com,"Watch, Jacket, T-shirt",563.0400000000001,05/08/2022 11:25:45
88,jane@example.com,"Jacket, Jeans, T-shirt, Sneakers, Watch",1853.84,09/25/2022 10:34:50
89,patricktaylor1357@yahoo.com,"Jeans, T-shirt, Jacket, Watch, Sneakers",884.3399999999999,11/13/2022 19:38:05
90,brianwilson4321@hotmail.com,Watch,415.11,03/13/2023 21:32:25
91,stephaniebrown5678@gmail.com,"Sneakers, Jeans, Watch",929.0699999999999,07/01/2022 07:47:28
92,jane@example.com,"Jeans, Sneakers, Watch",550.94,06/21/2022 00:41:05
93,john@example.com,"Jeans, Jacket",167.74,09/09/2022 03:21:24
358,matthewjackson5678@hotmail.com,"Sneakers, Watch, T-shirt, Jacket",690.61,08/08/2022 01:30:44
95,brianwilson4321@hotmail.com,"Jeans, Jacket, T-shirt",1192.63,05/10/2022 18:30:42
96,ericmorris1234@example.com,"Watch, Sneakers, T-shirt",894.96,09/22/2022 14:41:21
97,emilydavis7890@example.com,"Jeans, Watch, Jacket, T-shirt, Sneakers",969.4200000000001,05/29/2022 19:12:48
98,emilydavis7890@example.com,,641.6800000000001,11/06/2022 02:23:12
99,sarahjones5678@gmail.com,"T-shirt, Watch",552.3,01/22/2022 17:19:34
100,matthewjackson5678@hotmail.com,"T-shirt, Jacket, Watch, Sneakers",1013.6299999999999,04/27/2022 20:11:26
101,chrisgreen2468@outlook.com,"T-shirt, Sneakers, Watch, Jacket",743.57,03/09/2023 01:24:35
102,rachelgray7890@yahoo.com,"Jeans, Jacket, Sneakers",437.52000000000004,04/04/2022 21:33:08
103,adamjohnson2468@yahoo.com,"Jacket, Watch, Sneakers, Jeans",1241.6599999999999,07/05/2022 15:13:24
104,sarahjones5678@gmail.com,"T-shirt, Jacket, Jeans, Sneakers",1028.41,11/22/2022 16:19:13
105,johndoe1234@example.com,"Watch, Jacket, Jeans, T-shirt, Sneakers",1728.4,01/10/2023 20:01:12
106,jessicasmith5678@gmail.com,"T-shirt, Sneakers, Jacket, Watch",685.03,02/04/2023 22:01:45
107,chrisgreen2468@outlook.com,"Watch, T-shirt, Sneakers",1107.6,11/06/2022 13:38:17
108,jenniferwhite1234@gmail.com,"Sneakers, T-shirt, Watch, Jeans",1093.51,10/31/2022 05:38:34
109,bob@example.com,"Sneakers, Watch, Jeans, T-shirt",1038.7199999999998,12/26/2022 03:33:03
110,bob@example.com,"T-shirt, Watch, Jeans",366.26,01/07/2022 11:04:33
111,laurawilson7890@example.com,Jeans,269.01,01/30/2022 16:04:58
112,laurensmith1357@gmail.com,"Sneakers, Jacket, Jeans, Watch",830.64,01/09/2023 07:28:43
113,davidlee2468@yahoo.com,T-shirt,216.12,02/14/2022 18:50:19
114,nickjones2468@outlook.com,"Jeans, Jacket, Sneakers, T-shirt",10000,09/23/2022 07:06:30
115,laurawilson7890@example.com,"Jeans, Sneakers, Jacket, T-shirt, Watch",10000,06/18/2022 13:00:00
116,sarahjones5678@gmail.com,"T-shirt, Jeans, Watch, Jacket",764.06,07/19/2022 12:13:08
117,stephaniebrown5678@gmail.com,"Jacket, T-shirt, Jeans",1032.28,02/14/2022 09:08:12
118,patricktaylor1357@yahoo.com,"T-shirt, Jacket, Sneakers",569.04,04/11/2022 22:27:26
119,katewilliams7890@outlook.com,"T-shirt, Sneakers, Jacket, Watch",1048.31,03/26/2022 15:36:17
120,john@example.com,Jacket,470.68,12/21/2022 10:47:00
121,brianwilson4321@hotmail.com,"T-shirt, Jeans, Jacket, Sneakers",1244.0,06/04/2022 02:39:40
122,matthewjackson5678@hotmail.com,"Sneakers, Jacket",240.55,05/19/2022 12:50:27
123,chrisgreen2468@outlook.com,"T-shirt, Jeans, Sneakers, Watch",1245.1,07/08/2022 11:08:19
124,brianwilson4321@hotmail.com,"Jacket, Watch",224.14999999999998,01/04/2022 11:15:30
125,jessicasmith5678@gmail.com,"Jeans, Sneakers",565.9000000000001,11/04/2022 20:57:11
126,katewilliams7890@outlook.com,Sneakers,183.89,04/08/2022 03:47:43
127,chrisgreen2468@outlook.com,"T-shirt, Jeans",285.2,06/07/2022 04:47:22
128,rachelgray7890@yahoo.com,"Jacket, Sneakers, Jeans, T-shirt",1522.23,11/04/2022 12:23:52
129,sarahjones5678@gmail.com,"Watch, Jeans, Sneakers",785.35,07/14/2022 21:46:48
130,andrewbrown2468@outlook.com,"T-shirt, Sneakers, Jeans, Jacket, Watch",1852.06,01/30/2023 06:46:33
131,sarahjones5678@gmail.com,"T-shirt, Sneakers, Watch",686.08,04/09/2022 11:41:58
132,jenniferwhite1234@gmail.com,"Jacket, T-shirt, Sneakers",403.81000000000006,10/22/2022 22:00:51
133,stephaniebrown5678@gmail.com,"Jacket, Jeans, Sneakers, T-shirt, Watch",1259.84,03/01/2022 07:24:46
134,katewilliams7890@outlook.com,"T-shirt, Sneakers, Jeans",1008.81,03/17/2022 02:21:51
135,john@example.com,"Jacket, Watch",467.13,04/02/2022 03:32:24
136,rachelgray7890@yahoo.com,T-shirt,284.7,02/17/2023 12:06:59
137,nickjones2468@outlook.com,"T-shirt, Sneakers",438.42,12/08/2022 20:57:19
138,katewilliams7890@outlook.com,"Jacket, Watch, Sneakers",551.31,07/02/2022 08:44:24
139,laurensmith1357@gmail.com,"Watch, Jacket, Sneakers",1160.44,06/21/2022 03:07:02
140,katewilliams7890@outlook.com,"Watch, Jeans",597.6600000000001,02/24/2022 01:15:53
141,brianwilson4321@hotmail.com,"Jeans, Jacket, Sneakers",788.91,02/15/2023 06:12:00
142,stephaniebrown5678@gmail.com,"Watch, Sneakers, Jeans, T-shirt",923.7,01/2022/01 01:00:00
143,andrewbrown2468@outlook.com,"Jacket, Jeans, T-shirt",705.87,10/26/2022 19:34:59
144,chrisgreen2468@outlook.com,"Jacket, Jeans, Sneakers",1017.86,06/26/2022 20:34:53
145,patricktaylor1357@yahoo.com,"Sneakers, Watch, Jeans, Jacket, T-shirt",1081.27,01/12/2022 05:20:04
146,ericmorris1234@example.com,"Watch, Jeans",464.28,09/12/2022 18:42:48
147,katewilliams7890@outlook.com,"Sneakers, Jeans, T-shirt",993.44,01/2022/01 01:00:00
148,laurawilson7890@example.com,Jacket,81.74,10/09/2022 06:01:43
149,davidlee2468@yahoo.com,"Jacket, Watch",444.39,06/19/2022 04:43:03
150,amybrown7890@outlook.com,"Jacket, Jeans, T-shirt, Sneakers, Watch",1397.6,02/08/2023 00:22:18
151,rachelgray7890@yahoo.com,"Watch, Sneakers, Jacket, Jeans",968.64,01/30/2023 09:11:56
152,davidlee2468@yahoo.com,"T-shirt, Watch, Jacket",500.40999999999997,10/30/2022 17:20:02
153,jane@example.com,"Jacket, T-shirt, Jeans, Sneakers",1016.0,01/08/2022 18:33:56
154,andrewbrown2468@outlook.com,"Jacket, T-shirt, Jeans, Watch",1118.1799999999998,02/23/2023 18:46:58
155,adamjohnson2468@yahoo.com,T-shirt,423.72,09/21/2022 08:23:09
156,stephaniebrown5678@gmail.com,"Jeans, Watch, Jacket, Sneakers, T-shirt",10000,03/31/2022 14:01:37
157,katewilliams7890@outlook.com,"Sneakers, T-shirt, Jacket",1322.2,07/06/2022 12:08:19
158,johndoe1234@example.com,"T-shirt, Jacket, Sneakers",824.0899999999999,10/17/2022 21:06:10
159,brianwilson4321@hotmail.com,"Jeans, T-shirt, Jacket, Watch",726.8599999999999,09/01/2022 06:50:15
160,adamjohnson2468@yahoo.com,"Sneakers, Jeans, Jacket, T-shirt",772.1700000000001,04/23/2022 02:22:59
161,bob@example.com,,296.75,12/27/2022 20:36:31
162,laurawilson7890@example.com,"Watch, T-shirt, Sneakers, Jacket",813.58,04/15/2022 11:27:49
163,ericmorris1234@example.com,"Jacket, T-shirt, Jeans, Watch, Sneakers",1849.6,01/10/2023 10:56:23
164,emilydavis7890@example.com,"Jacket, Watch",429.6,05/12/2022 20:46:58
165,amybrown7890@outlook.com,"Sneakers, Jeans",889.81,01/14/2023 20:33:43
166,matthewjackson5678@hotmail.com,"Sneakers, T-shirt, Jeans",854.2499999999999,07/13/2022 13:08:33
167,adamjohnson2468@yahoo.com,"Jacket, Jeans",647.09,04/01/2022 18:20:30
168,bob@example.com,"Jeans, Jacket, Sneakers",10000,10/07/2022 15:23:49
169,sarahjones5678@gmail.com,"Watch, T-shirt, Sneakers",851.15,01/09/2023 05:15:57
170,amybrown7890@outlook.com,T-shirt,144.89,11/27/2022 20:11:23
171,ericmorris1234@example.com,"Watch, Jacket, Jeans, T-shirt",10000,02/02/2022 08:48:06
172,jenniferwhite1234@gmail.com,Jeans,103.06,02/26/2023 00:00:22
173,katewilliams7890@outlook.com,"Jacket, Watch, Jeans, T-shirt, Sneakers",1553.9,11/29/2022 13:54:47
174,stephaniebrown5678@gmail.com,"Jacket, Watch",472.41,12/25/2022 03:34:08
175,john@example.com,"Watch, Sneakers, Jeans, Jacket",951.94,03/02/2022 17:02:10
176,nickjones2468@outlook.com,Sneakers,360.44,09/29/2022 16:04:05
177,katewilliams7890@outlook.com,"Jacket, Jeans, Watch",756.0400000000001,12/05/2022 13:06:02
178,brianwilson4321@hotmail.com,"Watch, Jacket, Jeans, Sneakers, T-shirt",1329.21,11/16/2022 06:17:09
179,chrisgreen2468@outlook.com,"Jeans, T-shirt",358.14,05/24/2022 19:51:59
180,sarahjones5678@gmail.com,Jeans,136.64,02/20/2022 19:51:34
181,matthewjackson5678@hotmail.com,Sneakers,11.22,09/01/2022 10:26:33
182,adamjohnson2468@yahoo.com,"Sneakers, Watch, T-shirt, Jacket, Jeans",1220.8899999999999,02/04/2023 07:27:14
183,sarahjones5678@gmail.com,"Jacket, Sneakers, T-shirt, Watch",769.1500000000001,09/10/2022 07:30:57
184,jenniferwhite1234@gmail.com,"Jeans, T-shirt, Watch, Jacket",1312.99,12/19/2022 12:14:43
185,matthewjackson5678@hotmail.com,"Sneakers, Watch, Jacket, T-shirt, Jeans",1331.38,03/10/2023 11:40:42
186,amybrown7890@outlook.com,"Watch, T-shirt, Sneakers",884.38,01/25/2022 11:18:54
187,laurensmith1357@gmail.com,"Watch, Jeans, Jacket, T-shirt",789.37,05/26/2022 22:51:46
188,john@example.com,T-shirt,163.82,02/12/2022 04:28:53
189,sarahjones5678@gmail.com,"Jacket, Watch, Jeans",1016.19,02/26/2022 17:21:47
190,sarahjones5678@gmail.com,"Jeans, Jacket",725.8900000000001,08/18/2022 00:43:47
191,laurawilson7890@example.com,Jeans,368.73,08/31/2022 07:41:08
192,amybrown7890@outlook.com,"T-shirt, Jacket",140.72,02/16/2023 01:45:33
193,matthewjackson5678@hotmail.com,T-shirt,266.32,03/12/2023 16:12:12
194,jane@example.com,"Sneakers, T-shirt, Jeans, Jacket, Watch",1359.32,02/13/2022 20:32:10
195,johndoe1234@example.com,"Jeans, Sneakers, T-shirt, Jacket",927.4299999999998,01/08/2022 23:07:29
196,jane@example.com,"Sneakers, Jeans",10000,03/03/2023 19:52:56
197,chrisgreen2468@outlook.com,"T-shirt, Jeans, Watch, Sneakers, Jacket",1284.17,02/02/2022 16:18:14
198,emilydavis7890@example.com,"Jacket, Watch, Jeans, Sneakers",638.24,10/22/2022 19:01:33
199,jenniferwhite1234@gmail.com,"T-shirt, Jacket, Sneakers, Watch",1257.28,02/04/2022 20:01:40
200,rachelgray7890@yahoo.com,"T-shirt, Watch, Sneakers, Jacket",813.63,01/19/2022 01:24:48
201,andrewbrown2468@outlook.com,Jacket,83.24,04/06/2022 02:12:52
202,bob@example.com,,487.15,04/17/2022 09:46:21
203,john@example.com,"Jacket, Jeans, Sneakers, Watch",1810.3600000000001,02/24/2023 12:29:42
204,jane@example.com,Jacket,487.38,08/10/2022 01:21:23
205,adamjohnson2468@yahoo.com,"T-shirt, Jeans",641.52,04/27/2022 08:50:18
206,chrisgreen2468@outlook.com,"T-shirt, Jeans, Watch",846.57,09/24/2022 00:07:03
207,laurawilson7890@example.com,"Sneakers, Watch, Jacket",533.5799999999999,03/28/2022 03:39:48
208,jessicasmith5678@gmail.com,Jacket,155.33,12/09/2022 11:17:04
209,davidlee2468@yahoo.com,"T-shirt, Jeans, Watch",691.83,06/06/2022 05:52:16
210,emilydavis7890@example.com,"T-shirt, Jacket, Watch, Jeans",272.37,07/13/2022 18:47:48
211,john@example.com,"Jeans, Jacket, T-shirt",894.8399999999999,08/07/2022 07:18:22
212,davidlee2468@yahoo.com,"Jacket, Jeans, Watch",304.68,02/18/2023 01:53:58
213,john@example.com,"T-shirt, Watch, Jacket",1082.5900000000001,10/02/2022 15:23:50
214,katewilliams7890@outlook.com,"Watch, Jeans, Sneakers, Jacket",836.07,03/20/2022 10:47:40
215,davidlee2468@yahoo.com,"T-shirt, Jeans, Jacket, Sneakers",462.90000000000003,05/27/2022 02:29:33
216,laurensmith1357@gmail.com,"Jacket, Sneakers, T-shirt",840.26,11/17/2022 08:39:08
217,brianwilson4321@hotmail.com,"Jeans, T-shirt",327.93,09/07/2022 00:57:10
218,adamjohnson2468@yahoo.com,"Sneakers, Jeans, Watch",609.5899999999999,10/08/2022 23:25:24
219,bob@example.com,Sneakers,379.12,06/15/2022 23:43:25
220,rachelgray7890@yahoo.com,"Jeans, T-shirt, Jacket, Watch, Sneakers",1689.9499999999998,01/12/2022 13:12:00
221,emilydavis7890@example.com,"Sneakers, Jeans, Jacket, T-shirt",1245.02,02/13/2023 00:01:59
222,jessicasmith5678@gmail.com,"T-shirt, Sneakers, Jeans",811.19,08/21/2022 17:37:13
223,stephaniebrown5678@gmail.com,Jeans,219.04,01/10/2022 19:09:08
224,katewilliams7890@outlook.com,"Jeans, Watch, Sneakers, T-shirt, Jacket",799.65,10/04/2022 23:35:17
225,johndoe1234@example.com,Watch,411.13,11/09/2022 14:14:44
226,brianwilson4321@hotmail.com,"Jeans, Jacket, Watch, Sneakers, T-shirt",1428.79,12/10/2022 12:08:54
227,jane@example.com,"Watch, Sneakers, Jeans, Jacket, T-shirt",1277.48,04/28/2022 15:25:50
228,davidlee2468@yahoo.com,"Jeans, Jacket, T-shirt",920.4599999999999,01/27/2023 23:51:39
229,andrewbrown2468@outlook.com,"Jeans, Jacket, T-shirt",858.95,12/13/2022 16:22:36
230,jane@example.com,"Jeans, Sneakers, Jacket",626.46,11/23/2022 03:59:24
231,katewilliams7890@outlook.com,"T-shirt, Watch, Sneakers, Jeans",1119.4,01/04/2023 15:34:43
232,katewilliams7890@outlook.com,"Jacket, Sneakers, Watch",511.91,07/13/2022 13:30:17
233,ericmorris1234@example.com,"Jeans, T-shirt, Watch",435.86,04/06/2022 17:43:44
234,,"Sneakers, Jeans, T-shirt, Jacket",1022.7700000000001,01/11/2022 22:31:30
235,andrewbrown2468@outlook.com,"T-shirt, Watch, Jacket",269.09000000000003,08/03/2022 07:23:50
236,johndoe1234@example.com,T-shirt,42.7,02/16/2022 08:03:38
237,jenniferwhite1234@gmail.com,"Watch, T-shirt",782.95,07/04/2022 11:29:52
238,laurensmith1357@gmail.com,T-shirt,419.31,01/30/2023 10:57:22
239,amybrown7890@outlook.com,"Watch, T-shirt, Jacket",706.76,03/26/2022 21:40:49
240,chrisgreen2468@outlook.com,"Jeans, T-shirt, Sneakers, Watch, Jacket",884.2099999999999,03/16/2022 16:26:13
241,brianwilson4321@hotmail.com,Sneakers,442.75,02/08/2022 17:12:54
242,laurawilson7890@example.com,"T-shirt, Sneakers",499.77000000000004,04/05/2022 15:36:05
243,chrisgreen2468@outlook.com,"T-shirt, Jeans, Jacket, Sneakers",1419.84,09/28/2022 05:20:32
244,davidlee2468@yahoo.com,"Watch, T-shirt, Sneakers, Jeans, Jacket",854.53,01/02/2023 18:20:24
245,andrewbrown2468@outlook.com,"Jeans, Jacket",467.79,08/24/2022 14:20:45
246,patricktaylor1357@yahoo.com,"Jeans, T-shirt, Jacket, Sneakers, Watch",1076.61,03/10/2022 14:01:39
247,ericmorris1234@example.com,"Jacket, Jeans, Sneakers, T-shirt",764.1000000000001,04/21/2022 05:39:56
248,davidlee2468@yahoo.com,"T-shirt, Jeans, Sneakers",387.49,05/24/2022 15:25:51
249,jenniferwhite1234@gmail.com,"Jacket, T-shirt",561.17,02/03/2023 00:24:53
250,rachelgray7890@yahoo.com,"Jacket, Sneakers",501.69,04/27/2022 03:44:33
251,bob@example.com,"Watch, Sneakers, Jacket, Jeans",1302.8700000000001,09/26/2022 15:12:17
252,rachelgray7890@yahoo.com,Sneakers,149.34,01/04/2023 23:10:50
253,amybrown7890@outlook.com,"Sneakers, Watch, Jeans, T-shirt, Jacket",963.09,02/18/2023 00:01:08
254,ericmorris1234@example.com,T-shirt,406.43,08/04/2022 07:39:00
255,nickjones2468@outlook.com,"T-shirt, Jacket, Watch, Sneakers",733.31,03/10/2023 04:47:28
256,brianwilson4321@hotmail.com,T-shirt,10000,04/09/2022 12:01:56
257,adamjohnson2468@yahoo.com,Jeans,24.95,05/31/2022 12:49:18
258,johndoe1234@example.com,"Watch, Jacket",740.69,07/12/2022 22:41:06
259,nickjones2468@outlook.com,"Watch, Jacket, Sneakers, Jeans",1211.9199999999998,07/14/2022 23:10:14
260,amybrown7890@outlook.com,"Watch, Jacket, Jeans, Sneakers, T-shirt",1406.8700000000001,03/10/2023 19:06:29
261,emilydavis7890@example.com,"Watch, Jacket",444.96,01/13/2023 20:38:51
262,matthewjackson5678@hotmail.com,"Jeans, Jacket, T-shirt",979.05,01/02/2022 21:58:52
263,bob@example.com,"Sneakers, Jacket",795.29,08/01/2022 05:24:04
264,matthewjackson5678@hotmail.com,"Jeans, T-shirt, Jacket, Sneakers",811.99,07/10/2022 11:21:32
265,nickjones2468@outlook.com,"Watch, Sneakers, T-shirt, Jeans, Jacket",705.81,01/08/2023 21:13:05
266,katewilliams7890@outlook.com,"Watch, Jacket, T-shirt, Sneakers, Jeans",1138.47,09/17/2022 15:30:18
267,chrisgreen2468@outlook.com,"Jacket, Watch, Jeans, Sneakers, T-shirt",1127.4300000000003,03/16/2023 14:31:43
268,ericmorris1234@example.com,"Watch, Jacket, Sneakers, T-shirt",852.16,05/22/2022 17:53:59
269,katewilliams7890@outlook.com,"Jeans, T-shirt, Watch",235.62,12/09/2022 18:04:58
270,davidlee2468@yahoo.com,"Jeans, Jacket, Watch",841.1700000000001,06/07/2022 13:22:06
271,chrisgreen2468@outlook.com,Jacket,36.51,11/14/2022 13:17:12
272,stephaniebrown5678@gmail.com,"Watch, Jacket, Jeans",662.63,08/14/2022 04:44:57
273,brianwilson4321@hotmail.com,Jeans,336.98,04/30/2022 15:45:02
274,bob@example.com,"Sneakers, Jeans, T-shirt, Jacket, Watch",1148.2,07/05/2022 12:57:59
275,jenniferwhite1234@gmail.com,"Jeans, Watch, T-shirt, Jacket",713.07,07/29/2022 03:56:24
276,sarahjones5678@gmail.com,"Jacket, Jeans",508.24,09/25/2022 10:03:57
277,john@example.com,"Jeans, T-shirt, Jacket",905.35,11/15/2022 11:21:40
278,amybrown7890@outlook.com,"T-shirt, Sneakers, Jacket",904.2,01/23/2022 08:41:40
279,brianwilson4321@hotmail.com,"T-shirt, Sneakers",573.52,01/2022/01 01:00:00
280,rachelgray7890@yahoo.com,"T-shirt, Jeans",378.72,08/22/2022 12:49:21
281,emilydavis7890@example.com,"Jacket, Jeans, T-shirt, Watch",1115.19,03/18/2022 07:50:19
282,patricktaylor1357@yahoo.com,"T-shirt, Jacket, Sneakers, Watch",861.35,01/11/2022 10:59:22
